HGNC_ID	symbol	Entrez	chr	PTV_mut_rate	miss_mut_rate	PTV_enrichment_p	enrich_mis_p_full	denovoWEST_p_full	DD_PTV_obs	DD_PTV_exp	DD_miss_obs	DD_miss_exp	SZ_PTV_obs	SZ_PTV_exp	SZ_miss_obs	SZ_miss_exp
4061	SLC37A4	2542	11	2.53e-06	9.65e-06	0.11909924	0.057740693	0.056025839	0	0.15715348	2	0.5994194	0	0.017363274752	0	0.0662799056
4065	GAA	2548	17	4.14e-06	3.43e-05	0.231234881	1	1	0	0.25716024	0	2.1305788	0	0.028108614364	0	0.2327681006
4066	GAB1	2549	4	4.07e-06	2.01e-05	0.191300289	0.006963581	0.010447674	0	0.25281212	5	1.2485316	0	0.027682848168	0	0.1371180996
4067	GABARAP	11337	17	5.64e-07	4.3e-06	0.046437725	NA	NA	0	0.035033424	0	0.2670988	0	0.0038820768	0	0.0296184
4068	GABARAPL1	23710	12	3.47e-07	2.74e-06	0.036985886	NA	NA	0	0.021554252	0	0.17019784	0	0.002376496584	0	0.01879249824
4070	GABBR1	2550	6	3.49e-06	3.07e-05	0.252818707	0.008088967	0.029605162	0	0.21678484	6	1.9069612	0	0.02352998414	0	0.206568634
4071	GABPA	2551	21	1.75e-06	1.21e-05	0.13602498	NA	NA	0	0.108703	0	0.7516036	0	0.011745839766	0	0.0810751062
4074	GABPB1	2553	15	1.77e-06	9.8e-06	0.117587181	NA	NA	0	0.10994532	0	0.6087368	0	0.012016980112	0	0.0666853936
4075	GABRA1	2554	5	2.96e-06	1.26e-05	0.110069003	5.91e-15	3.7e-16	0	0.18386336	14	0.7826616	0	0.020347152	0	0.0867888
4076	GABRA2	2555	4	1.63e-06	1.12e-05	0.115533482	1	1	0	0.10124908	0	0.6956992	0	0.011052363854	0	0.0758960608
4077	GABRA3	2556	X	2.99e-06	1.47e-05	0.004158111	0.000785996	0.000220592	1	0.1449552	4	0.712656	0	0.013938132564	0	0.0685711341
4078	GABRA4	2557	4	1.7e-06	1.6e-05	0.130902791	NA	NA	0	0.1055972	0	0.993856	0	0.011537611152	0	0.108717184
4079	GABRA5	2558	15	1.24e-06	1.44e-05	0.114549948	0.000589768	6.97e-05	0	0.07702384	5	0.8944704	0	0.00850457718	0	0.098922384
4080	GABRA6	2559	5	2.92e-06	1.26e-05	0.107914129	NA	NA	0	0.18137872	0	0.7826616	0	0.02011296	0	0.0867888
4081	GABRB1	2560	4	2.04e-06	1.59e-05	0.139639508	0.27755066	0.324952032	0	0.12671664	1	0.9876444	0	0.013761140904	0	0.1074139128
4082	GABRB2	2561	5	3.42e-06	1.54e-05	0.131770217	1e-14	7.17e-21	0	0.21243672	18	0.9565864	0	0.023190569006	0	0.1043948444
4083	GABRB3	2562	15	1.53e-06	1.51e-05	0.129066918	3.05e-10	9.27e-10	0	0.09503748	12	0.9379516	0	0.01052237923	0	0.103916237
4084	GABRD	2563	1	8.56e-07	1.84e-05	0.111265915	0.072372556	0.090804924	0	0.053171296	3	1.1429344	0	0.0056174975648	0	0.1206935488
4085	GABRE	2564	X	2.78e-06	1.55e-05	0.085811931	NA	NA	0	0.1347744	0	0.75144	0	0.013015233408	0	0.072462686
4086	GABRG1	2565	4	1.59e-06	1.15e-05	0.116791601	0.221458298	0.308783043	0	0.09876444	1	0.714334	0	0.010846640264	0	0.078549347
4087	GABRG2	2566	5	3.74e-06	1.37e-05	0.140534945	8.72e-06	2.87e-05	0	0.23231384	8	0.8509892	0	0.025731241026	0	0.0940800646
4088	GABRG3	2567	15	1.4e-06	1.23e-05	0.129094542	1	1	0	0.0869624	1	0.7640268	0	0.00960366127	0	0.084194607
4089	GABRP	2568	5	3.13e-06	1.35e-05	0.111543263	0.318175005	0.390053637	0	0.19442308	1	0.838566	0	0.021468713318	0	0.092508021
4090	GABRR1	2569	6	2.52e-06	1.59e-05	0.131141832	0.303946247	0.368463017	0	0.15653232	1	0.9876444	0	0.01732068576	0	0.1092852792
4091	GABRR2	2570	6	1.99e-06	1.5e-05	0.109018181	1	1	0	0.12361084	0	0.93174	0	0.013620426884	0	0.10308093
4092	GAD1	2571	2	5.27e-06	1.83e-05	0.156091485	NA	NA	0	0.32735132	0	1.1367228	0	0.036285984	0	0.1260504
4093	GAD2	2572	10	2.2e-06	1.81e-05	0.163441701	NA	NA	0	0.1366552	0	1.1242996	0	0.0149000632	0	0.1225868836
4095	GADD45A	1647	1	6.76e-07	7.21e-06	0.040389648	NA	NA	0	0.041990416	0	0.44785636	0	0.004564293864	0	0.04868129994
4096	GADD45B	4616	19	4.31e-07	7.26e-06	0.046461582	NA	NA	0	0.026771996	0	0.45096216	0	0.0028050819108	0	0.04728324744
4097	GADD45G	10912	9	7.48e-07	6.33e-06	0.000784077	1	0.219900358	1	0.046462768	0	0.39319428	0	0.00514763876	0	0.0435622371
4098	GAGE1	2543	X	3.8e-07	8.25e-07	0.028733214	NA	NA	0	0.0184224	0	0.039996	0	0.0015412720056	0	0.00334266405
4099	GAGE2A	729447	X	3.65e-07	9.49e-07	0.028488389	NA	NA	0	0.0176952	0	0.04600752	0	0.0015217475136	0	0.003958712693
4105	GAGE12I	26748	X	3.1e-07	3.27e-07	0.028784226	NA	NA	0	0.0150288	0	0.01585296	0	0.0012307478	0	0.001299498
4107	PAGE1	8712	X	7.34e-07	3.56e-06	0.032887573	NA	NA	0	0.03558432	0	0.1725888	0	0.003398281274	0	0.01648212716
4108	PAGE4	9506	X	5.36e-07	2.53e-06	0.025374322	NA	NA	0	0.02598528	0	0.1226544	0	0.0025390087353	0	0.01198226469
4110	PAGE3	139793	X	5.41e-07	2.47e-06	0.022529148	NA	NA	0	0.02622768	0	0.1197456	0	0.002534758661	0	0.01157274287
4112	XAGE2	9502	X	3.22e-07	2.37e-07	0.025594678	NA	NA	0	0.01561056	0	0.01148976	0	0.0012804228	0	0.000941838
4113	GAK	2580	4	2.78e-06	4.65e-05	0.000494294	0.162598168	0.013257636	3	0.17268248	5	2.888394	0	0.018227326848	1	0.304443498
4114	GAL	51083	11	9.72e-07	4.79e-06	0.051355035	NA	NA	0	0.060376752	0	0.29753564	0	0.006642702432	0	0.03273512824
4115	GALC	2581	14	4.07e-06	1.9e-05	0.196820744	0.085373812	0.041596697	0	0.25281212	3	1.180204	0	0.027904792454	0	0.129916946
4116	GALE	2582	1	1.12e-06	1.11e-05	0.093794822	NA	NA	0	0.06956992	0	0.6894876	0	0.007709064838	0	0.0761982366
4117	B4GALNT1	2583	12	1.86e-06	2.05e-05	0.130695963	0.040790479	0.083460298	0	0.11553576	4	1.273378	0	0.012208499136	0	0.134267292
4118	GALK1	2584	17	1.43e-06	1.32e-05	0.092984767	1	1	0	0.08882588	1	0.8199312	0	0.009722680608	0	0.0894974784
4119	GALK2	2585	15	2e-06	1.21e-05	0.00912195	1	0.063873571	1	0.124232	1	0.7516036	0	0.013653925622	1	0.0826475738
4122	GALNS	2588	16	2.87e-06	1.6e-05	0.144343339	0.296923627	0.601473865	0	0.17827292	2	0.993856	0	0.01936496836	0	0.10765792
4123	GALNT1	2589	18	2.03e-06	1.39e-05	0.154306086	NA	NA	0	0.12609548	0	0.8634124	0	0.013820325186	0	0.0947718402
4124	GALNT2	2590	1	7.08e-06	2.01e-05	0.1802908	0.207666234	0.3542137	0	0.43978128	2	1.2485316	0	0.048070742214	0	0.1364527494
4125	GALNT3	2591	2	3.8e-06	1.6e-05	0.013744679	1	0.216941545	1	0.2360408	1	0.993856	0	0.026087827006	1	0.109756832
4126	GALNT4	8693	12	1.27e-06	1.71e-05	0.134754942	1	1	0	0.07888732	0	1.0621836	0	0.0083695284	0	0.1122501456
4127	GALNT5	11227	2	4.08e-06	2.41e-05	0.211100402	1	1	0	0.25343328	1	1.4969956	0	0.0266497502	0	0.1576095656
4128	GALNT6	11226	12	2.39e-06	2.04e-05	0.167045697	0.362090094	1	0	0.14845724	1	1.2671664	0	0.01602523496	0	0.137013744
4129	GALNT7	51809	4	4.82e-06	1.8e-05	0.183675377	0.372744266	1	0	0.29939912	1	1.118088	0	0.032601604068	0	0.121799268
4130	GALNT8	26290	12	1.48e-06	1.93e-05	0.156673895	1	1	0	0.09193168	1	1.1988388	0	0.0100880233344	0	0.1318026336
4131	GALNT9	50614	12	1.35e-06	9.69e-06	0.057886664	0.29758195	0.429855608	0	0.0838566	3	0.60190404	2	0.00914454892	0	0.0657349251
4132	GALR1	2587	18	8.05e-07	1.47e-05	0.072290047	1	1	0	0.05000338	0	0.9131052	0	0.005461811648	0	0.099811824
4133	GALR2	8811	17	7.26e-07	1.89e-05	0.083635009	NA	NA	0	0.045096216	0	1.1739924	0	0.0047794454652	0	0.1243208358
4134	GALR3	8484	22	5.03e-07	1.38e-05	0.083578677	NA	NA	0	0.031244348	0	0.8572008	0	0.0030687631886	0	0.0842094492
4135	GALT	2592	9	1.76e-06	1.35e-05	0.117956093	1	1	0	0.10932416	1	0.838566	0	0.012150432	0	0.092988
4136	GAMT	2593	19	4.91e-07	7.39e-06	0.070708604	NA	NA	0	0.030498956	0	0.45903724	0	0.00323803041144	0	0.04876412696
4137	GAN	8139	16	2.91e-06	1.94e-05	0.167345516	0.128886317	0.269970396	0	0.18075756	3	1.2050504	0	0.01982739699	0	0.132319058
4138	GANAB	23193	11	5.66e-06	3.09e-05	0.047832642	0.034050116	0.083305279	1	0.35157656	6	1.9193844	0	0.0383007059	0	0.2094675774
4139	GANC	2595	15	4.13e-06	2.28e-05	0.034140548	1	1	1	0.25653908	0	1.4162448	0	0.02796436816	0	0.1547542704
4140	GAP43	2596	3	7.66e-07	6.46e-06	0.059606269	1	1	0	0.047580856	0	0.40126936	0	0.005138558071	0	0.04336392572
4141	GAPDH	2597	12	7.04e-07	1.11e-05	0.078542372	NA	NA	0	0.043729664	0	0.6894876	0	0.004821888636	0	0.076048542
4161	LRRC32	2615	11	9.24e-07	2.3e-05	0.120495433	NA	NA	0	0.057395184	0	1.428668	0	0.006216572018	0	0.15475826
4162	GARS	2617	7	2.88e-06	2.05e-05	0.02329408	1	0.333271048	1	0.17889408	1	1.273378	0	0.01976087676	0	0.14095267
4163	GART	2618	21	3.22e-06	2.53e-05	0.029666739	0.018789373	0.016396561	1	0.20001352	5	1.5715348	0	0.02188391216	0	0.171784976
4164	GAST	2520	17	4.69e-07	3.23e-06	0.034600448	NA	NA	0	0.029132404	0	0.20063468	0	0.0031725999624	0	0.02184036206
4165	GAS1	2619	9	3.5e-07	1.26e-05	0.06683376	1	1	0	0.0217406	0	0.7826616	0	0.0022571822	0	0.0812585592
4166	GAS8	2622	16	2.52e-06	1.57e-05	0.131325427	0.013084755	0.030530772	0	0.15653232	4	0.9752212	0	0.016549800152	0	0.1032718054
4167	GAS2	2620	11	1.17e-06	8.19e-06	0.095926848	NA	NA	0	0.07267572	0	0.50873004	0	0.0080505289	0	0.0561616965
4168	GAS6	2621	13	3.82e-06	2.46e-05	0.171356901	1	1	0	0.23728312	1	1.5280536	0	0.025438510408	0	0.1640763912
4169	GAS7	8522	17	1.67e-06	1.78e-05	0.144404287	0.154038911	0.241248124	0	0.10373372	1	1.1056648	0	0.011450329608	0	0.1221917668
4170	GATA1	2623	X	8.63e-07	1.16e-05	0.062453234	NA	NA	0	0.04183824	0	0.562368	0	0.003983208431	0	0.0535402292
4171	GATA2	2624	3	1.75e-06	1.75e-05	0.112006087	NA	NA	0	0.108703	0	1.08703	0	0.011711780388	0	0.117386115
4172	GATA3	2625	10	8.66e-07	1.65e-05	1.24e-07	0.154579595	1.57e-06	4	0.053792456	2	1.024914	0	0.005902667928	0	0.11243826
4173	GATA4	2626	8	7.44e-07	1.21e-05	0.005973373	1	0.36058053	1	0.046214304	1	0.7516036	0	0.0049733172632	0	0.0809267602
4174	GATA6	2627	18	9.87e-07	2.18e-05	0.132649958	1	1	0	0.061308492	1	1.3541288	0	0.006455281768	1	0.1424343548
4175	GATM	2628	15	1.99e-06	1.27e-05	0.135906043	0.103536896	0.196508841	0	0.12361084	2	0.7888732	0	0.01328748472	0	0.0847995256
4177	GBA	2629	1	3.65e-06	1.56e-05	0.143128583	NA	NA	0	0.2267234	0	0.9690096	0	0.025148088	0	0.1074528
4179	NIPSNAP2	2631	7	1.74e-06	7.35e-06	0.10025055	NA	NA	0	0.10808184	0	0.4565526	0	0.011719120348	0	0.0494463459
4180	GBE1	2632	3	3.32e-06	1.78e-05	0.017595733	1	0.165605405	1	0.20622512	1	1.1056648	0	0.022493698146	0	0.1207078164
4181	GBF1	8729	10	1.1e-05	5.68e-05	0.111418751	1	0.006340369	1	0.683276	3	3.5281888	0	0.07484750592	1	0.3878958336
4182	GBP1	2633	1	2.92e-06	1.59e-05	0.164838966	NA	NA	0	0.18137872	0	0.9876444	0	0.019675468158	0	0.1073944194
4183	GBP2	2634	1	2.72e-06	1.53e-05	0.012429919	1	0.282285833	1	0.16895552	0	0.9503748	0	0.018577183728	0	0.1048049082
4184	GBP3	2635	1	2.85e-06	1.47e-05	0.160985917	0.04354783	0.157587307	0	0.1770306	2	0.9131052	0	0.019522749504	0	0.1007670006
4185	GBX1	2636	7	1.02e-06	1.4e-05	0.085304038	0.366417565	0.187752846	0	0.06335832	1	0.869624	0	0.0067779989984	0	0.093067856
4186	GBX2	2637	2	1.17e-06	1.52e-05	0.075796266	1	1	0	0.07267572	0	0.9441632	0	0.0076869921084	0	0.1001133408
4187	GC	2638	4	2.46e-06	1.11e-05	0.130435097	0.022680776	0.02436935	0	0.15280536	2	0.6894876	0	0.016860260032	0	0.0759532818
4188	GCAT	23464	22	1.18e-06	1.54e-05	0.101490721	0.13184909	0.183659228	0	0.07329688	2	0.9565864	0	0.007975911398	0	0.1038284324
4189	GCDH	2639	19	1.3e-06	1.77e-05	0.117620173	1	1	0	0.0807508	0	1.0994532	0	0.00891800384	0	0.121049592
4191	GCG	2641	2	1.68e-06	5.36e-06	0.056178703	0.008324184	0.034761124	0	0.10435488	2	0.33294176	0	0.011428458636	0	0.03650568432
4192	GCGR	2642	17	1.58e-06	2.22e-06	0.128161476	0.357217747	0.412184798	0	0.09814328	2	0.13789752	0	0.0108380605068	0	0.01520698668
4193	GCH1	2643	14	1.04e-06	8.69e-06	0.069987534	NA	NA	0	0.06460064	0	0.53978804	0	0.006907745188	0	0.05760873866
4194	GCHFR	2644	15	3.29e-07	2.82e-06	0.022790099	NA	NA	0	0.020436164	0	0.17516712	0	0.001986629328	0	0.0170386092
4195	GCK	2645	7	1.61e-06	1.93e-05	0.117792846	1	1	0	0.10000676	1	1.1988388	0	0.01100677788	0	0.1319446044
4196	GCKR	2646	2	2.65e-06	1.84e-05	0.180822782	1	1	0	0.1646074	1	1.1429344	0	0.018253587748	0	0.1266940832
4197	GCM1	8521	6	1.34e-06	1.28e-05	0.006232701	1	0.125324149	1	0.08323544	0	0.7950848	0	0.009202834978	0	0.0877113088
4198	GCM2	9247	6	1.18e-06	1.56e-05	0.124766173	0.23342712	0.332871628	0	0.07329688	3	0.9690096	0	0.008165724	0	0.1074528
4199	GCN1	10985	12	1.57e-05	8.55e-05	0.164308365	0.205076369	0.161657111	1	0.9752212	6	5.310918	0	0.10731717732	0	0.582949089
4200	BLOC1S1	2647	12	7.6e-07	4.7e-06	0.049214413	0.151573283	0.200066599	0	0.04720816	1	0.2919452	0	0.00521438128	0	0.0322468316
4201	KAT2A	2648	17	3.15e-06	2.75e-05	0.222515179	0.225033698	0.337855376	0	0.1956654	3	1.70819	0	0.020670686036	0	0.180687815
4203	GCNT1	2650	9	7.46e-07	1.22e-05	0.089670566	0.100714299	0.179600341	0	0.046338536	3	0.7578152	0	0.005123814464	0	0.0837942848
4204	GCNT2	2651	6	7.02e-07	1.13e-05	0.08873082	NA	NA	0	0.043605432	0	0.7019108	0	0.0048071300736	0	0.0773356632
4205	GCNT3	9245	15	9.55e-07	1.16e-05	0.104041569	0.230712325	0.326456017	0	0.05932078	2	0.7205456	0	0.0064721721134	0	0.0786066344
4206	OPN1MW	2652	X	1.49e-06	3.98e-06	0.069515528	NA	NA	0	0.0722352	0	0.1929504	0	0.0062933109784	0	0.01675073744
4208	GCSH	2653	16	8.61e-07	3.07e-06	0.048848585	NA	NA	0	0.053481876	0	0.19069612	0	0.005427053478	0	0.01935081786
4212	GDA	9615	9	3.12e-06	1.25e-05	0.012049816	1	0.235116326	1	0.19380192	0	0.77645	0	0.021158089744	0	0.08465945
4213	GDAP1L1	78997	20	9.23e-07	1.16e-05	0.003674859	0.324745336	0.0813995	1	0.057333068	2	0.7205456	0	0.006105277646	0	0.0767293832
4214	GDF1	2657	19	2.11e-07	6.81e-06	0.074288523	NA	NA	0	0.013106476	0	0.42300996	0	0.00134925384	0	0.043567656
4215	GDF10	2662	10	8.14e-07	1.93e-05	0.099899134	1	1	0	0.050562424	0	1.1988388	0	0.0053253721688	1	0.1262184488
4216	GDF11	10220	12	1.02e-06	1.67e-05	0.004954604	0.06945303	0.022208559	1	0.06335832	3	1.0373372	0	0.006685310502	0	0.1095629886
4217	GDF2	2658	10	7.94e-07	1.45e-05	0.091114732	NA	NA	0	0.049320104	0	0.900682	0	0.0052256529336	0	0.095502858
4218	GDF3	9573	12	6.67e-07	1.02e-05	0.082799949	0.004679073	0.002307343	0	0.041431372	3	0.6335832	0	0.0045490455864	0	0.0694822776
4220	GDF5	8200	20	1.11e-06	1.96e-05	0.11903118	1	1	0	0.06894876	1	1.2174736	0	0.007444329162	0	0.131520508
4221	GDF6	392255	8	8.67e-07	1.92e-05	0.097484455	NA	NA	0	0.053854572	0	1.1926272	0	0.0057061605	0	0.1263648
4222	GDF7	151449	2	4.33e-07	1.85e-05	0.090082258	0.344193483	0.380078113	0	0.026896228	1	1.149146	0	0.0026726551248	0	0.114136934
4223	MSTN	2660	2	1.53e-06	9.83e-06	0.089341317	NA	NA	0	0.09503748	0	0.61060028	0	0.0105319800256	0	0.06751621472
4224	GDF9	2661	5	1.08e-06	1.2e-05	0.096881808	1	1	0	0.06708528	0	0.745392	0	0.007425264	0	0.082656
4226	GDI1	2664	X	3.5e-06	1.65e-05	0.089733882	0.062753362	0.031458638	0	0.16968	2	0.79992	0	0.01657881645	0	0.078001275
4227	GDI2	2665	10	1.22e-06	1.22e-05	0.11997076	NA	NA	0	0.07578152	0	0.7578152	0	0.0082815278106	0	0.0828220668
4232	GDNF	2668	5	4.15e-07	8.26e-06	0.046470612	0.204882556	0.232219466	0	0.02577814	1	0.51307816	0	0.0028227145602	0	0.05627714764
4234	GEM	2669	8	1.64e-06	1.05e-05	0.10116945	1	1	0	0.10187024	0	0.652218	0	0.010935775136	1	0.070058352
4235	GFAP	2670	17	1.36e-06	1.7e-05	0.116701402	2.63e-05	5.65e-05	0	0.08447776	8	1.055972	0	0.009142634546	0	0.114198962
4236	GFER	2671	16	2.6e-07	5.92e-06	0.045660251	1	1	0	0.01615016	1	0.36772672	0	0.00171773131814	0	0.03908586464
4237	GFI1	2672	1	1.47e-06	1.38e-05	0.105267133	0.011497028	0.045960587	0	0.09131052	4	0.8572008	0	0.009901900556	0	0.0932102508
4238	GFI1B	8328	9	1.97e-06	1.23e-05	0.092138986	0.018382875	0.024368189	0	0.12236852	3	0.7640268	0	0.01349878365	0	0.084496203
4241	GFPT1	2673	2	4.16e-06	2.02e-05	0.206290882	0.009446752	0.018910464	0	0.25840256	5	1.2547432	0	0.02860793359	0	0.139013774
4242	GFPT2	9945	5	6.69e-06	2.34e-05	0.19557881	1	1	0	0.41555604	1	1.4535144	0	0.045133990744	0	0.1576792152
4243	GFRA1	2674	10	2.54e-06	1.54e-05	0.113661676	0.036928302	0.074531073	0	0.15777464	3	0.9565864	0	0.01740021878	0	0.105414386
4244	GFRA2	2675	8	8.58e-07	1.19e-05	0.1157618	0.342619938	0.629486711	0	0.053295528	2	0.7391804	0	0.005596639264	0	0.0775320224
4245	GFRA3	2676	5	2.5e-06	1.3e-05	0.111802797	1	1	0	0.15529	1	0.807508	0	0.016511673136	0	0.085655128
4247	GGCX	2677	2	4.07e-06	2.3e-05	0.212946589	1	1	0	0.25281212	1	1.428668	0	0.027850090582	0	0.157267882
4248	GGH	8836	8	1.46e-06	7.9e-06	0.080959096	0.419910756	1	0	0.09068936	1	0.4907164	0	0.009785302848	0	0.0530205024
4249	GGPS1	9453	1	1.54e-06	7.54e-06	0.070253987	0.374971633	1	0	0.09565864	1	0.46835464	0	0.0103947952306	0	0.05098338388
4250	GGT1	2678	22	1.52e-06	1.82e-05	0.143328132	NA	NA	0	0.09441632	0	1.1305112	0	0.01045800054	0	0.125138468
4251	GGT2	728441	22	7.37e-07	6.2e-06	0.130388462	NA	NA	0	0.045779492	0	0.3851192	0	0.00456761484	0	0.038372916
4259	GGT7	2686	20	2.2e-06	2.26e-05	0.170547289	NA	NA	0	0.1366552	0	1.4038216	0	0.014358598844	0	0.1473011048
4260	GGT5	2687	22	1.81e-06	1.81e-05	0.162866243	1	1	0	0.11242996	1	1.1242996	0	0.011941508904	0	0.1196133432
4261	GH1	2688	17	9.86e-07	7.43e-06	0.06027902	NA	NA	0	0.061246376	0	0.46152188	0	0.00675086692	0	0.05092278296
4262	GH2	2689	17	8.45e-07	8e-06	0.061780044	NA	NA	0	0.05248802	0	0.496928	0	0.00580689239	0	0.054976496
4263	GHR	2690	5	1.85e-06	1.54e-05	0.151582449	0.008859817	0.031298931	0	0.1149146	4	0.9565864	0	0.012652130608	0	0.1052067016
4265	GHRH	2691	20	5.36e-07	3.38e-06	0.035123213	NA	NA	0	0.033294176	0	0.20995208	0	0.00358079031	0	0.02262256308
4266	GHRHR	2692	7	1.6e-06	1.16e-05	0.12523282	1	1	0	0.0993856	1	0.7205456	0	0.010993248	0	0.0799008
4267	GHSR	2693	3	9.82e-07	1.58e-05	0.074921148	0.162173359	0.218674867	0	0.060997912	2	0.9814328	0	0.006654306588	0	0.107087028
4268	GIF	2694	11	1.63e-06	1.12e-05	0.102395067	0.238194842	0.301118225	0	0.10124908	2	0.6956992	0	0.011220552	1	0.0771456
4270	GIP	2695	17	6.96e-07	3.78e-06	0.04422556	NA	NA	0	0.043232736	0	0.23479848	0	0.004794048	0	0.02603664
4271	GIPR	2696	19	2.12e-06	1.75e-05	0.137589625	0.171597567	0.2410275	0	0.13168592	2	1.08703	0	0.014520742992	0	0.11963889
4272	GIT1	28964	17	2.74e-06	2.7e-05	0.210288185	0.079561752	0.153513306	0	0.17019784	3	1.677132	1	0.01824817452	1	0.17968662
4273	GIT2	9815	12	5.26e-06	2.37e-05	0.214131354	NA	NA	0	0.32673016	0	1.4721492	0	0.03576405243	0	0.161356947
4274	GJA1	2697	6	1.11e-06	1.1e-05	0.101504471	NA	NA	0	0.06894876	0	0.683276	0	0.00764568	0	0.075768
4277	GJA3	2700	13	3.84e-07	1.56e-05	0.081630966	1	0.462773787	0	0.023852544	2	0.9690096	0	0.0024792207624	0	0.1007970912
4278	GJA4	2701	1	6.39e-07	1.3e-05	0.076027426	0.010727048	0.006027158	0	0.039692124	3	0.807508	0	0.0043990015086	0	0.089368682
4279	GJA5	2702	1	9.33e-07	1.24e-05	0.086806192	0.105957039	0.187792754	0	0.057954228	2	0.7702384	0	0.006412760208	0	0.0853199856
4280	GJC1	10052	17	8.03e-07	1.2e-05	0.092038978	1	1	0	0.049879148	1	0.745392	0	0.005495152455	0	0.082170504
4281	GJA8	2703	1	7.89e-07	1.61e-05	0.087313719	0.005357286	0.011969413	0	0.049009524	4	1.0000676	0	0.005339829992	0	0.1091005874
4283	GJB1	2705	X	4.74e-07	8.94e-06	0.045586414	NA	NA	0	0.02297952	0	0.4334112	0	0.0022029082173	0	0.04157483526
4284	GJB2	2706	13	3.16e-07	8.24e-06	0.045602416	NA	NA	0	0.019628656	0	0.51183584	0	0.0021712432896	1	0.05647425728
4285	GJB3	2707	1	7.31e-07	1.1e-05	0.073877543	1	1	0	0.045406796	0	0.683276	0	0.0050066606146	0	0.075349934
4286	GJB4	127534	1	3.5e-07	1.13e-05	0.051256341	0.205746214	0.244130685	0	0.0217406	2	0.7019108	0	0.0024169992	0	0.0778344
4287	GJB5	2709	1	5e-07	9.57e-06	0.060853721	NA	NA	0	0.031058	0	0.59445012	0	0.0034298278972	0	0.06566003796
4288	GJB6	10804	13	5.93e-07	8.13e-06	0.066026983	NA	NA	0	0.036834788	0	0.50500308	0	0.0040286511496	0	0.05524191912
4289	GK	2710	X	2.61e-06	1.39e-05	0.126311067	NA	NA	0	0.1265328	0	0.673872	0	0.012424063424	0	0.0662172092
4291	GK2	2712	4	9.43e-07	1.49e-05	0.114826004	NA	NA	0	0.058575388	0	0.9255284	0	0.006459544342	0	0.1020649106
4296	GLA	2717	X	2.25e-06	1.12e-05	0.092568655	1	1	0	0.10908	0	0.542976	0	0.010754352	0	0.0533904
4298	GLB1	2720	3	2.56e-06	1.97e-05	0.185307708	1	1	0	0.15901696	1	1.2236852	0	0.017605728	0	0.1356936
4311	GCLC	2729	6	3.01e-06	1.72e-05	0.178017044	0.481933522	1	0	0.18696916	1	1.0683952	0	0.02061738914	0	0.1180096816
4312	GCLM	2730	1	1.5e-06	5.77e-06	0.072062326	NA	NA	0	0.093174	0	0.35840932	0	0.010081122496	0	0.03867558298
4313	GLDC	2731	9	2.8e-06	2.95e-05	0.256584387	1	1	0	0.1739248	1	1.832422	0	0.019053081728	0	0.200881312
4315	GLE1	2733	9	4.89e-06	2.06e-05	0.193924127	0.329216346	0.567190419	0	0.30374724	3	1.2795896	0	0.033640992	0	0.1418928
4316	GLG1	2734	16	6.85e-06	3.9e-05	0.335755306	0.040556074	0.059063865	0	0.4254946	5	2.422524	0	0.04676387912	0	0.265858788
4317	GLI1	2735	12	2.94e-06	3.47e-05	0.235077798	0.094661934	0.177082923	0	0.18262104	5	2.1554252	0	0.01946423321	1	0.2301222802
4318	GLI2	2736	2	4.62e-06	6.46e-05	0.050715389	0.297961862	0.280986557	1	0.28697592	4	4.0126936	0	0.0308476955	1	0.4308672712
4319	GLI3	2737	7	3.68e-06	5.91e-05	1.67e-07	1	0.001307046	6	0.22858688	0	3.6710556	0	0.02499592896	1	0.4014291852
4320	GLI4	2738	8	1.07e-06	1.52e-05	0.083427115	NA	NA	0	0.06646412	0	0.9441632	0	0.0069047616774	0	0.0978212112
4323	GLO1	2739	6	1.03e-06	4.83e-06	0.06662599	NA	NA	0	0.06397948	0	0.30002028	0	0.007059071952	0	0.03303809838
4324	GLP1R	2740	6	2.08e-06	1.44e-05	0.142739036	NA	NA	0	0.12920128	0	0.8944704	0	0.014094881958	0	0.0974394144
4325	GLP2R	9340	17	1.88e-06	1.63e-05	0.16351182	1	1	0	0.11677808	0	1.0124908	0	0.012694801792	0	0.1097164736
4326	GLRA1	2741	5	3.03e-06	1.39e-05	0.120863326	0.006480409	0.001183018	0	0.18821148	3	0.8634124	0	0.020693521568	0	0.0949933784
4327	GLRA2	2742	X	1.27e-06	1.34e-05	0.086330894	0.158300193	0.177123717	0	0.0615696	1	0.649632	0	0.005970109236	0	0.0627939276
4328	GLRA3	8001	4	4.18e-06	1.26e-05	0.156375346	0.15932638	0.068644473	0	0.25964488	2	0.7826616	0	0.028294039174	0	0.0851050116
4329	GLRB	2743	4	3.25e-06	1.19e-05	0.009494095	1	0.175723312	1	0.201877	0	0.7391804	0	0.0221190385	1	0.0809897102
4330	GLRX	2745	5	5.25e-07	3.17e-06	0.029358588	NA	NA	0	0.0326109	0	0.19690772	0	0.0036141336	0	0.02183496
4331	GLS	2744	2	6.78e-06	1.42e-05	0.022882155	0.016883093	0.009643141	1	0.42114648	2	0.8820472	0	0.045523806048	1	0.0953026752
4332	BICRA	29998	19	2.03e-06	4.1e-05	1.97e-05	0.257060186	2.31e-05	4	0.12609548	5	2.546756	0	0.01310161188	1	0.264613836
